sku,name,description,category,subcategory,gender,gender_category,age_group,color,pattern,style,product_image,model_image_1,model_image_2,model_image_3,status,featured,created_at
ZC-F0197,Maroon Blouse,Female's maroon blouse. Casual style.,Tops,Blouse,Female,Women,Adults,Maroon,,casual,extracted-products/model2_female_maroon_blouse__DSC3989_Large_2.png,model-poses/model2_female_smart_casual_front_standing__DSC3989_Large.png,model-poses/model2_female_smart_casual_three_quarter__DSC3989_Large.png,model-poses/model2_female_smart_casual_casual_lifestyle__DSC3989_Large.png,published,false,2025-11-28T15:56:27.960538
ZC-F0198,Maroon Sweatshirt - Graphic,Female's maroon sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Female,Women,Adults,Maroon,graphic,casual,extracted-products/model2_female_maroon_sweatshirt_graphic__DSC4648_Large_4.png,model-poses/model2_female_casual_front_standing__DSC4648_Large.png,model-poses/model2_female_casual_three_quarter__DSC4648_Large.png,model-poses/model2_female_casual_casual_lifestyle__DSC4648_Large.png,published,false,2025-11-28T15:56:27.960603
ZC-F0199,Pink Backpack,Female's pink backpack. Casual style.,Accessories,Backpack,Female,Women,Adults,Pink,,casual,extracted-products/model2_female_pink_backpack__DSC3800_Large_8.png,model-poses/model2_female_casual_front_standing__DSC3800_Large.png,model-poses/model2_female_casual_three_quarter__DSC3800_Large.png,model-poses/model2_female_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.960674
ZC-KG0200,Girl's Pink Top,Adorable girl's pink top. Casual style.,Kids,Tops,Girl,Kids,Kids,Pink,,casual,extracted-products/model2_female_pink_top_under__DSC4293_Large_4.png,,,,published,false,2025-11-28T15:56:27.960729
ZC-F0201,Pink T,Female's pink t. Casual style.,Apparel,T,Female,Women,Adults,Pink,,casual,extracted-products/model2_female_pink_t_shirt__DSC3713_Large_4.png,model-poses/model2_female_casual_front_standing__DSC3713_Large.png,model-poses/model2_female_casual_three_quarter__DSC3713_Large.png,model-poses/model2_female_casual_casual_lifestyle__DSC3713_Large.png,published,false,2025-11-28T15:56:27.960779
ZC-F0202,Pink T,Female's pink t. Casual style.,Apparel,T,Female,Women,Adults,Pink,,casual,extracted-products/model2_female_pink_t_shirt__DSC3800_Large_5.png,model-poses/model2_female_casual_front_standing__DSC3800_Large.png,model-poses/model2_female_casual_three_quarter__DSC3800_Large.png,model-poses/model2_female_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.960839
ZC-F0203,White Pants,Female's white pants. Casual style.,Bottoms,Pants,Female,Women,Adults,White,,casual,extracted-products/model2_female_white_pants__DSC3868_Large_5.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.960896
ZC-F0204,White Sweatshirt - Graphic,Female's white sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Female,Women,Adults,White,graphic,casual,extracted-products/model2_female_white_sweatshirt_graphic__DSC4360_Large_4.png,model-poses/model2_female_streetwear_front_standing__DSC4360_Large.png,model-poses/model2_female_streetwear_three_quarter__DSC4360_Large.png,model-poses/model2_female_streetwear_casual_lifestyle__DSC4360_Large.png,published,false,2025-11-28T15:56:27.960956
ZC-F0205,White Sweatshirt - Graphic,Female's white sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Female,Women,Adults,White,graphic,casual,extracted-products/model2_female_white_sweatshirt_graphic__DSC4597_Large_4.png,model-poses/model3_female_casual_front_standing__DSC4597_Large.png,model-poses/model3_female_casual_three_quarter__DSC4597_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4597_Large.png,published,false,2025-11-28T15:56:27.961019
ZC-F0206,White T,Female's white t. Casual style.,Apparel,T,Female,Women,Adults,White,,casual,extracted-products/model2_female_white_t_shirt_under__DSC4404_Large_5.png,model-poses/model2_female_casual_front_standing__DSC4404_Large.png,model-poses/model2_female_casual_three_quarter__DSC4404_Large.png,model-poses/model2_female_casual_casual_lifestyle__DSC4404_Large.png,published,false,2025-11-28T15:56:27.961082
ZC-KG0207,Girl's Yellow Dress - Graphic,Adorable girl's yellow dress with graphic design. Casual style.,Kids,Dresses,Girl,Kids,Kids,Yellow,graphic,casual,extracted-products/model2_female_yellow_dress_graphic_SONY_ILCE-7RM5_9600x6376_000295_2.png,,,,published,false,2025-11-28T15:56:27.961140
ZC-M0208,Beige Hoodie,Male's beige hoodie. Casual style.,Tops,Hoodie,Male,Men,Adults,Beige,,casual,extracted-products/model2_male_beige_hoodie__DSC3606_3.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.961190
ZC-M0209,Black Shirt,Male's black shirt. Casual style.,Tops,Shirt,Male,Men,Adults,Black,,casual,extracted-products/model2_male_black_button_up_shirt__DSC4537_Large_2.png,model-poses/model2_male_smart_casual_front_standing__DSC4537_Large.png,model-poses/model2_male_smart_casual_three_quarter__DSC4537_Large.png,model-poses/model2_male_smart_casual_casual_lifestyle__DSC4537_Large.png,published,false,2025-11-28T15:56:27.961243
ZC-M0210,Black Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model2_male_black_pants_SONY_ILCE-7RM5_9600x6376_000109_6.png,,,,published,false,2025-11-28T15:56:27.961299
ZC-M0211,Black Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model2_male_black_pants__DSC3952_Large_5.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.961344
ZC-M0212,Black Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model2_male_black_pants__DSC4537_Large_3.png,model-poses/model2_male_smart_casual_front_standing__DSC4537_Large.png,model-poses/model2_male_smart_casual_three_quarter__DSC4537_Large.png,model-poses/model2_male_smart_casual_casual_lifestyle__DSC4537_Large.png,published,false,2025-11-28T15:56:27.961399
ZC-M0213,Black Sweatshirt - Graphic,Male's black sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Male,Men,Adults,Black,graphic,casual,extracted-products/model2_male_black_sweatshirt_graphic_SONY_ILCE-7RM5_6304x4180_000060_4.png,,,,published,false,2025-11-28T15:56:27.961456
ZC-M0214,Blue Jeans,Male's blue jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Blue,,casual,extracted-products/model2_male_blue_jeans_SONY_ILCE-7RM5_6304x4180_000037_7.png,,,,published,false,2025-11-28T15:56:27.961503
ZC-M0215,Blue Jeans,Male's blue jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Blue,,casual,extracted-products/model2_male_blue_jeans__DSC3606_4.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.961547
ZC-M0216,Dark Jeans,Male's dark jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Dark,,casual,extracted-products/model2_male_dark_blue_jeans_SONY_ILCE-7RM5_6304x4180_000060_5.png,,,,published,false,2025-11-28T15:56:27.961599
ZC-M0217,Dark Shirt,Male's dark shirt. Casual style.,Tops,Shirt,Male,Men,Adults,Dark,,casual,extracted-products/model2_male_dark_brown_long_sleeved_shirt_outer_SONY_ILCE-7RM5_9600x6376_000109_4.png,,,,published,false,2025-11-28T15:56:27.961663
ZC-KB0218,Boy's Dark Sweatshirt - Graphic,Adorable boy's dark sweatshirt with graphic design. Casual style.,Kids,Tops,Boy,Kids,Kids,Dark,graphic,casual,extracted-products/model2_male_dark_teal_sweatshirt_graphic__DSC5314_3.png,,,,published,false,2025-11-28T15:56:27.961709
ZC-M0219,Khaki Pants,Male's khaki pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Khaki,,casual,extracted-products/model2_male_khaki_pants__DSC5314_4.png,model-poses/model2_male_casual_front_standing__DSC5314.png,model-poses/model2_male_casual_three_quarter__DSC5314.png,model-poses/model2_male_casual_casual_lifestyle__DSC5314.png,published,false,2025-11-28T15:56:27.961757
ZC-M0220,Light Jeans,Male's light jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Light,,casual,extracted-products/model2_male_light_blue_jeans__DSC3820_Large_8.png,model-poses/model2_male_streetwear_front_standing__DSC3820_Large.png,model-poses/model2_male_streetwear_three_quarter__DSC3820_Large.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3820_Large.png,published,false,2025-11-28T15:56:27.961810
ZC-M0221,Light Shirt,Male's light shirt. Casual style.,Tops,Shirt,Male,Men,Adults,Light,,casual,extracted-products/model2_male_light_green_shirt__DSC3952_Large_4.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.961863
ZC-KB0222,Boy's Navy Jacket - Graphic,Adorable boy's navy jacket with graphic design. Casual style.,Kids,Outerwear,Boy,Kids,Kids,Navy,graphic,casual,extracted-products/model2_male_navy_blue_varsity_jacket_outer_graphic__DSC3820_Large_6.png,,,,published,false,2025-11-28T15:56:27.961918
ZC-M0223,Off White T - Graphic,Male's off white t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Off White,graphic,casual,extracted-products/model2_male_off-white_t_shirt_under_graphic_SONY_ILCE-7RM5_9600x6376_000109_5.png,,,,published,false,2025-11-28T15:56:27.961970
ZC-M0224,Orange T - Graphic,Male's orange t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Orange,graphic,casual,extracted-products/model2_male_orange_t_shirt_under_graphic__DSC3820_Large_7.png,model-poses/model2_male_streetwear_front_standing__DSC3820_Large.png,model-poses/model2_male_streetwear_three_quarter__DSC3820_Large.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3820_Large.png,published,false,2025-11-28T15:56:27.962022
ZC-M0225,White Shirt - Striped,Male's white shirt with striped design. Casual style.,Tops,Shirt,Male,Men,Adults,White,striped,casual,extracted-products/model2_male_white_polo_shirt_striped_SONY_ILCE-7RM5_6304x4180_000037_6.png,,,,published,false,2025-11-28T15:56:27.962079
ZC-F0226,Beige Hoodie - Graphic,Female's beige hoodie with graphic design. Casual style.,Tops,Hoodie,Female,Women,Adults,Beige,graphic,casual,extracted-products/model3_female_beige_hoodie_graphic__DSC3606_6.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.962130
ZC-F0227,Beige Sweatpants - Graphic,Female's beige sweatpants with graphic design. Casual style.,Bottoms,Sweatpants,Female,Women,Adults,Beige,graphic,casual,extracted-products/model3_female_beige_sweatpants_graphic__DSC3606_7.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.962191
ZC-F0228,Blue Vest,Female's blue vest. Casual style.,Tops,Vest,Female,Women,Adults,Blue,,casual,extracted-products/model3_female_blue_denim_vest_outer__DSC4293_Large_8.png,model-poses/model3_female_casual_front_standing__DSC4293_Large.png,model-poses/model3_female_casual_three_quarter__DSC4293_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.962249
ZC-F0229,Blue Jeans,Female's blue jeans. Casual style.,Bottoms,Jeans,Female,Women,Adults,Blue,,casual,extracted-products/model3_female_blue_jeans__DSC4293_Large_9.png,model-poses/model3_female_casual_front_standing__DSC4293_Large.png,model-poses/model3_female_casual_three_quarter__DSC4293_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.962312
ZC-F0230,Blue Top,Female's blue top. Casual style.,Tops,Top,Female,Women,Adults,Blue,,casual,extracted-products/model3_female_blue_sleeveless_top__DSC4597_Large_7.png,model-poses/model3_female_casual_front_standing__DSC4597_Large.png,model-poses/model3_female_casual_three_quarter__DSC4597_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4597_Large.png,published,false,2025-11-28T15:56:27.962391
ZC-F0231,White Pants,Female's white pants. Casual style.,Bottoms,Pants,Female,Women,Adults,White,,casual,extracted-products/model3_female_white_pants__DSC4597_Large_8.png,model-poses/model3_female_casual_front_standing__DSC4597_Large.png,model-poses/model3_female_casual_three_quarter__DSC4597_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4597_Large.png,published,false,2025-11-28T15:56:27.962448
ZC-F0232,White Top - Striped,Female's white top with striped design. Casual style.,Tops,Top,Female,Women,Adults,White,striped,casual,extracted-products/model3_female_white_top_striped__DSC4293_Large_7.png,model-poses/model3_female_casual_front_standing__DSC4293_Large.png,model-poses/model3_female_casual_three_quarter__DSC4293_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.962505
ZC-M0233,Beige Shorts,Male's beige shorts. Casual style.,Bottoms,Shorts,Male,Men,Adults,Beige,,casual,extracted-products/model3_male_beige_shorts__DSC4148_1_8.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.962562
ZC-M0234,Black Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model3_male_black_pants__DSC3713_Large_7.png,model-poses/model3_male_casual_front_standing__DSC3713_Large.png,model-poses/model3_male_casual_three_quarter__DSC3713_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3713_Large.png,published,false,2025-11-28T15:56:27.962617
ZC-M0235,Black T,Male's black t. Casual style.,Apparel,T,Male,Men,Adults,Black,,casual,extracted-products/model3_male_black_t_shirt__DSC3713_Large_6.png,model-poses/model3_male_casual_front_standing__DSC3713_Large.png,model-poses/model3_male_casual_three_quarter__DSC3713_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3713_Large.png,published,false,2025-11-28T15:56:27.962673
ZC-M0236,Dark Pants,Male's dark pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Dark,,casual,extracted-products/model3_male_dark_brown_pants__DSC3952_Large_8.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.962725
ZC-M0237,Dark Shirt - Graphic,Male's dark shirt with graphic design. Casual style.,Tops,Shirt,Male,Men,Adults,Dark,graphic,casual,extracted-products/model3_male_dark_green_button_up_shirt_graphic__DSC3800_Large_9.png,model-poses/model3_male_casual_front_standing__DSC3800_Large.png,model-poses/model3_male_casual_three_quarter__DSC3800_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.962781
ZC-M0238,Dark Jeans,Male's dark jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Dark,,casual,extracted-products/model3_male_dark_grey_jeans__DSC3868_Large_7.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.962839
ZC-M0239,Grey Backpack - Graphic,Male's grey backpack with graphic design. Casual style.,Accessories,Backpack,Male,Men,Adults,Grey,graphic,casual,extracted-products/model3_male_grey_backpack_graphic__DSC3800_Large_12.png,model-poses/model3_male_casual_front_standing__DSC3800_Large.png,model-poses/model3_male_casual_three_quarter__DSC3800_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.962919
ZC-M0240,Maroon Short - Graphic,Male's maroon short with graphic design. Casual style.,Apparel,Short,Male,Men,Adults,Maroon,graphic,casual,extracted-products/model3_male_maroon_short_sleeved_shirt_graphic__DSC4148_1_7.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.962984
ZC-M0241,Orange T - Graphic,Male's orange t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Orange,graphic,casual,extracted-products/model3_male_orange_t_shirt_graphic__DSC3868_Large_6.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963045
ZC-M0242,White Pants,Male's white pants. Casual style.,Bottoms,Pants,Male,Men,Adults,White,,casual,extracted-products/model3_male_white_pants__DSC3800_Large_10.png,model-poses/model3_male_casual_front_standing__DSC3800_Large.png,model-poses/model3_male_casual_three_quarter__DSC3800_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.963101
ZC-M0243,White Shirt - Graphic,Male's white shirt with graphic design. Casual style.,Tops,Shirt,Male,Men,Adults,White,graphic,casual,extracted-products/model3_male_white_shirt_graphic__DSC3952_Large_7.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.963154
ZC-F0244,Black Flats,Female's black flats. Casual style.,Footwear,Flats,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_flats__DSC4148_1_12.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.963214
ZC-F0245,Black Jacket,Female's black jacket. Casual style.,Outerwear,Jacket,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_jacket_outer__DSC3606_10.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.963629
ZC-F0246,Black Pants,Female's black pants. Casual style.,Bottoms,Pants,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_pants__DSC3606_11.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.963738
ZC-F0247,Dark Dress,Female's dark dress. Casual style.,Dresses,Dress,Female,Women,Adults,Dark,,casual,extracted-products/model4_female_dark_red_dress__DSC4148_1_11.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.963803
ZC-F0248,Light Jeans,Female's light jeans. Casual style.,Bottoms,Jeans,Female,Women,Adults,Light,,casual,extracted-products/model4_female_light_blue_jeans__DSC3868_Large_9.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963867
ZC-F0249,White Sweatshirt - Graphic,Female's white sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Female,Women,Adults,White,graphic,casual,extracted-products/model4_female_white_sweatshirt_graphic__DSC3868_Large_8.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963933
ZC-F0250,White T,Female's white t. Casual style.,Apparel,T,Female,Women,Adults,White,,casual,extracted-products/model4_female_white_t_shirt_under__DSC3606_9.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964007
ZC-M0251,Blue Jacket,Male's blue jacket. Casual style.,Outerwear,Jacket,Male,Men,Adults,Blue,,casual,extracted-products/model4_male_blue_denim_jacket_outer__DSC4293_Large_11.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964069
ZC-M0252,Dark Jeans,Male's dark jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Dark,,casual,extracted-products/model4_male_dark_blue_jeans__DSC4293_Large_12.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964127
ZC-M0253,Light T - Graphic,Male's light t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Light,graphic,casual,extracted-products/model4_male_light_green_t_shirt_under_graphic__DSC4293_Large_10.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964190
ZC-M0254,Black Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model5_male_black_pants__DSC3606_14.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964251
ZC-M0255,Grey T - Graphic,Male's grey t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Grey,graphic,casual,extracted-products/model5_male_grey_t_shirt_graphic__DSC3606_13.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964314
